InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
571082,22340,NOEL GARLAND PAINTED ZINC ,2,10/13/2011 15:25,0.83,,United Kingdom
573329,22383,LUNCH BAG SUKI DESIGN ,4,10/30/2011 11:19,1.65,14810,United Kingdom
580399,21115,ROSE CARAVAN DOORSTOP,2,12/4/2011 11:45,1.95,13471,United Kingdom
546648,22076,6 RIBBONS EMPIRE  ,1,3/15/2011 14:15,2.46,,United Kingdom
557222,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/17/2011 13:14,0.55,14936,Channel Islands
579674,22993,SET OF 4 PANTRY JELLY MOULDS,12,11/30/2011 13:05,1.25,13012,United Kingdom
537623,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,12/7/2010 14:31,1.25,15858,United Kingdom
550333,21755,LOVE BUILDING BLOCK WORD,3,4/17/2011 14:06,5.95,15410,United Kingdom
569545,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,10/4/2011 16:37,1.25,,United Kingdom
578827,21147,JINGLE BELLS TREE DECORATION,1,11/25/2011 14:25,1.63,,United Kingdom
542794,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,10,2/1/2011 10:56,2.46,,United Kingdom
555926,22969,HOMEMADE JAM SCENTED CANDLES,12,6/7/2011 17:34,1.45,,United Kingdom
546909,21392,RED POLKADOT PUDDING BOWL,4,3/17/2011 19:01,0.39,14056,United Kingdom
548310,21577,SAVE THE PLANET COTTON TOTE BAG,4,3/30/2011 12:04,2.25,,United Kingdom
560090,84356,POMPOM CURTAIN,1,7/14/2011 16:46,5.79,,United Kingdom
565766,20972,PINK CREAM FELT CRAFT TRINKET BOX ,3,9/6/2011 14:23,1.25,17841,United Kingdom
546486,21212,PACK OF 72 RETROSPOT CAKE CASES,3,3/14/2011 11:41,0.55,15039,United Kingdom
576837,22905,CALENDAR IN SEASON DESIGN,3,11/16/2011 15:16,2.46,,United Kingdom
580260,23419,HOME SWEET HOME BOTTLE ,3,12/2/2011 12:36,2.08,14085,United Kingdom
569220,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,10/2/2011 13:26,0.85,16007,United Kingdom
573576,22991,GIRAFFE WOODEN RULER,5,10/31/2011 14:09,4.13,14096,United Kingdom
537135,22585,PACK OF 6 BIRDY GIFT TAGS,2,12/5/2010 12:35,1.25,17059,United Kingdom
549943,22585,PACK OF 6 BIRDY GIFT TAGS,1,4/13/2011 12:09,1.25,13544,United Kingdom
C543837,22423,REGENCY CAKESTAND 3 TIER,-2,2/14/2011 10:56,12.75,14431,United Kingdom
574575,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,3,11/4/2011 17:03,0.39,14971,United Kingdom
566450,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,9/12/2011 16:12,0.55,15673,United Kingdom
580367,22074,6 RIBBONS SHIMMERING PINKS ,2,12/2/2011 16:39,1.25,,United Kingdom
546850,22396,MAGNETS PACK OF 4 RETRO PHOTO,5,3/17/2011 13:20,1.25,13268,United Kingdom
581098,15056BL,EDWARDIAN PARASOL BLACK,6,12/7/2011 11:42,5.95,14911,EIRE
568567,23209,LUNCH BAG VINTAGE DOILY ,1,9/27/2011 18:41,4.13,,United Kingdom
562377,84997D,CHILDRENS CUTLERY POLKADOT PINK,2,8/4/2011 15:04,4.15,14535,United Kingdom
577615,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,11/21/2011 10:22,1.45,12658,Germany
543467,20802,SMALL GLASS SUNDAE DISH CLEAR,4,2/8/2011 14:35,3.29,,United Kingdom
565236,23249,VINTAGE RED ENAMEL TRIM PLATE,12,9/2/2011 9:45,1.65,14276,United Kingdom
536587,22867,HAND WARMER BIRD DESIGN,12,12/1/2010 16:33,2.1,14142,United Kingdom
581219,22600,CHRISTMAS RETROSPOT STAR WOOD,1,12/8/2011 9:28,1.63,,United Kingdom
574561,21991,BOHEMIAN COLLAGE STATIONERY SET,1,11/4/2011 15:52,2.46,,United Kingdom
570697,23212,HEART WREATH DECORATION WITH BELL,12,10/12/2011 9:10,1.25,15281,United Kingdom
547786,21061,PARTY INVITES FOOTBALL,1,3/25/2011 11:44,0.85,14587,United Kingdom
547658,21154,RED RETROSPOT OVEN GLOVE ,4,3/24/2011 13:04,1.25,13736,United Kingdom
559813,23081,GREEN METAL BOX ARMY SUPPLIES,2,7/12/2011 15:42,8.25,18272,United Kingdom
575874,22418,10 COLOUR SPACEBOY PEN,24,11/11/2011 12:56,0.85,17054,United Kingdom
548728,22149,FELTCRAFT 6 FLOWER FRIENDS,6,4/4/2011 9:55,2.1,13198,United Kingdom
541405,22631,CIRCUS PARADE LUNCH BOX ,12,1/17/2011 15:17,1.95,12683,France
565234,84832,ZINC WILLIE WINKIE  CANDLE STICK,2,9/2/2011 9:38,1.63,,United Kingdom
572318,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,10/23/2011 16:19,0.55,15436,United Kingdom
567211,22189,CREAM HEART CARD HOLDER,3,9/19/2011 11:02,3.95,14159,United Kingdom
538008,22704,WRAP RED APPLES ,25,12/9/2010 12:17,0.42,12683,France
556341,21524,DOORMAT SPOTTY HOME SWEET HOME,2,6/10/2011 11:36,7.95,16614,United Kingdom
565682,21213,PACK OF 72 SKULL CAKE CASES,4,9/6/2011 10:42,0.55,14796,United Kingdom
547571,22087,PAPER BUNTING WHITE LACE,6,3/24/2011 9:52,2.95,16265,United Kingdom
540482,21982,PACK OF 12 SUKI TISSUES ,12,1/7/2011 15:48,0.29,14672,United Kingdom
575137,21889,WOODEN BOX OF DOMINOES,12,11/8/2011 15:13,1.25,13090,United Kingdom
548373,85099B,JUMBO BAG RED RETROSPOT,1,3/30/2011 16:34,4.13,,United Kingdom
577358,22653,BUTTON BOX ,11,11/18/2011 15:59,1.63,,United Kingdom
573264,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,5,10/28/2011 12:36,1.65,14415,United Kingdom
567062,23204,CHARLOTTE BAG APPLES DESIGN,10,9/16/2011 11:48,0.85,16108,United Kingdom
575683,22666,RECIPE BOX PANTRY YELLOW DESIGN,192,11/10/2011 15:51,2.55,17389,United Kingdom
537666,84836,ZINC METAL HEART DECORATION,1,12/7/2010 18:36,2.51,,United Kingdom
574678,22349,DOG BOWL CHASING BALL DESIGN,6,11/6/2011 12:36,3.75,13365,United Kingdom
545681,21242,RED RETROSPOT PLATE ,2,3/6/2011 11:28,1.69,16923,United Kingdom
559816,22609,PENS ASSORTED SPACEBALL,5,7/12/2011 16:11,0.42,,United Kingdom
568703,23321,SMALL WHITE HEART OF WICKER,10,9/28/2011 15:21,1.65,12748,United Kingdom
567756,23294,SET OF 6 SNACK LOAF BAKING CASES,56,9/22/2011 10:52,0.83,12678,France
578344,22562,MONSTERS STENCIL CRAFT,1,11/24/2011 9:21,2.46,,United Kingdom
579408,21642,ASSORTED TUTTI FRUTTI PEN,1,11/29/2011 12:34,0.29,14701,United Kingdom
536744,22898,CHILDRENS APRON APPLES DESIGN,25,12/2/2010 13:36,1.95,14466,United Kingdom
544662,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1,2/22/2011 14:10,2.55,12845,United Kingdom
540968,22113,GREY HEART HOT WATER BOTTLE,8,1/12/2011 13:40,3.75,17338,United Kingdom
568883,22573,STAR WOODEN CHRISTMAS DECORATION,12,9/29/2011 12:43,0.85,18198,United Kingdom
562553,90214P,"LETTER ""P"" BLING KEY RING",1,8/5/2011 16:34,0.83,,United Kingdom
576339,20972,PINK CREAM FELT CRAFT TRINKET BOX ,2,11/14/2011 15:27,2.46,14096,United Kingdom
555847,22367,CHILDRENS APRON SPACEBOY DESIGN,8,6/7/2011 13:27,1.95,14880,United Kingdom
547793,22180,RETROSPOT LAMP,2,3/25/2011 12:10,9.95,14758,United Kingdom
573511,22492,MINI PAINT SET VINTAGE ,36,10/31/2011 12:25,0.65,12347,Iceland
563638,16225,RATTLE SNAKE EGGS,2,8/18/2011 10:36,1.25,15311,United Kingdom
551558,21975,PACK OF 60 DINOSAUR CAKE CASES,1,5/3/2011 10:41,0.55,17841,United Kingdom
573576,21933,PINK VINTAGE PAISLEY PICNIC BAG,5,10/31/2011 14:09,2.46,14096,United Kingdom
569687,22704,WRAP RED APPLES ,25,10/5/2011 14:53,0.42,13709,United Kingdom
544167,21217,RED RETROSPOT ROUND CAKE TINS,1,2/16/2011 13:14,9.95,14755,United Kingdom
580730,90175A,WHITE GLASS CHUNKY CHARM BRACELET,1,12/5/2011 17:28,9.15,,United Kingdom
539958,84251C,"GREETING CARD, TWO SISTERS.",13,12/23/2010 13:26,0.43,,United Kingdom
569858,84997C,CHILDRENS CUTLERY POLKADOT BLUE,72,10/6/2011 14:33,3.75,12939,United Kingdom
541516,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,1,1/18/2011 17:34,2.46,,United Kingdom
579544,22970,LONDON BUS COFFEE MUG,6,11/30/2011 10:15,2.55,14540,United Kingdom
550034,84879,ASSORTED COLOUR BIRD ORNAMENT,16,4/14/2011 11:48,1.69,16187,United Kingdom
552229,90103,PURPLE FRANGIPANI NECKLACE,1,5/6/2011 15:40,2.48,,United Kingdom
558710,21990,MODERN FLORAL STATIONERY SET,2,7/1/2011 13:04,1.25,15483,United Kingdom
577785,22138,BAKING SET 9 PIECE RETROSPOT ,1,11/21/2011 16:25,4.95,16369,United Kingdom
539436,21192,WHITE BELL HONEYCOMB PAPER ,2,12/17/2010 14:49,3.36,,United Kingdom
563518,POST,POSTAGE,2,8/17/2011 10:56,28,12421,Spain
580115,23209,LUNCH BAG VINTAGE DOILY ,2,12/1/2011 16:22,4.13,,United Kingdom
553731,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,5/19/2011 8:26,2.95,12481,Germany
554977,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,4,5/29/2011 11:03,2.95,16444,United Kingdom
569901,22727,ALARM CLOCK BAKELIKE RED ,1,10/6/2011 16:20,3.75,12923,United Kingdom
552281,23182,TOILET SIGN OCCUPIED OR VACANT,12,5/8/2011 12:42,0.83,15704,United Kingdom
563563,22568,FELTCRAFT CUSHION OWL,240,8/17/2011 14:03,3.39,16029,United Kingdom
570872,22866,HAND WARMER SCOTTY DOG DESIGN,2,10/12/2011 16:40,4.13,,United Kingdom
551170,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,4/26/2011 16:40,6.35,15145,United Kingdom
547870,22084,PAPER CHAIN KIT EMPIRE,2,3/27/2011 14:18,2.95,13668,United Kingdom
562593,22997,TRAVEL CARD WALLET UNION JACK,3,8/7/2011 15:43,0.42,16549,United Kingdom
551005,22212,FOUR HOOK  WHITE LOVEBIRDS,1,4/26/2011 9:48,4.13,,United Kingdom
564837,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,1,8/30/2011 12:40,1.63,,United Kingdom
569220,21931,JUMBO STORAGE BAG SUKI,1,10/2/2011 13:26,2.08,16007,United Kingdom
579102,23174,REGENCY SUGAR BOWL GREEN,4,11/28/2011 11:33,4.15,14911,EIRE
544837,22030,SWALLOWS GREETING CARD,12,2/24/2011 10:29,0.42,15910,United Kingdom
562608,22924,FRIDGE MAGNETS LA VIE EN ROSE,12,8/8/2011 11:45,0.85,15502,United Kingdom
546685,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,3/16/2011 9:52,4.95,15687,United Kingdom
555844,21987,PACK OF 6 SKULL PAPER CUPS,2,6/7/2011 13:10,0.65,14711,United Kingdom
578022,21064,BOOM BOX SPEAKER BOYS,1,11/22/2011 13:25,5.95,17371,United Kingdom
566400,22382,LUNCH BAG SPACEBOY DESIGN ,10,9/12/2011 13:16,1.65,17139,United Kingdom
572540,72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,10/24/2011 16:17,4.13,,United Kingdom
559678,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,7/11/2011 14:43,1.65,16033,United Kingdom
579458,23313,VINTAGE CHRISTMAS BUNTING,1,11/29/2011 14:38,4.95,16549,United Kingdom
552256,84978,HANGING HEART JAR T-LIGHT HOLDER,12,5/8/2011 10:43,1.25,16621,United Kingdom
557949,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/23/2011 17:20,2.95,15530,United Kingdom
577053,21390,FILIGRIS HEART WITH BUTTERFLY,24,11/17/2011 14:17,1.25,13001,United Kingdom
544803,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,2/23/2011 14:29,1.65,14606,United Kingdom
560108,82494L,WOODEN FRAME ANTIQUE WHITE ,12,7/15/2011 8:59,2.95,16979,United Kingdom
547873,22480,RED TEA TOWEL CLASSIC DESIGN,3,3/27/2011 15:33,1.25,13240,United Kingdom
575718,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,2,11/10/2011 18:04,1.65,16907,United Kingdom
552638,21115,ROSE CARAVAN DOORSTOP,2,5/10/2011 13:00,6.75,17700,United Kingdom
541417,22795,SWEETHEART RECIPE BOOK STAND,1,1/17/2011 16:23,6.75,16033,United Kingdom
558713,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,2,7/1/2011 13:07,1.69,15483,United Kingdom
575117,23318,BOX OF 6 MINI VINTAGE CRACKERS,1,11/8/2011 14:22,2.49,12748,United Kingdom
580771,22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,4,12/6/2011 10:58,0.79,16015,United Kingdom
540681,22134,MINI LADLE LOVE HEART RED ,3,1/10/2011 16:25,0.43,,United Kingdom
572123,84832,ZINC WILLIE WINKIE  CANDLE STICK,192,10/21/2011 8:40,0.72,14646,Netherlands
571931,22104,MIRROR MOSAIC CANDLE PLATE,4,10/19/2011 16:59,1.63,,United Kingdom
541696,22335,HEART DECORATION PAINTED ZINC ,2,1/20/2011 18:08,1.25,,United Kingdom
557975,23202,JUMBO BAG VINTAGE LEAF,20,6/24/2011 10:33,2.08,15981,United Kingdom
543831,85099B,JUMBO BAG RED RETROSPOT,400,2/14/2011 9:57,1.65,15769,United Kingdom
579293,23151,ZINC SWEETHEART SOAP DISH,2,11/29/2011 11:22,2.49,14419,United Kingdom
570282,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,10/10/2011 11:20,0.83,13473,United Kingdom
563706,22727,ALARM CLOCK BAKELIKE RED ,8,8/18/2011 14:48,3.75,14189,United Kingdom
571219,22712,CARD DOLLY GIRL ,12,10/14/2011 13:35,0.42,15601,United Kingdom
543815,22921,HERB MARKER CHIVES ,2,2/13/2011 15:18,0.65,17255,United Kingdom
560089,22970,LONDON BUS COFFEE MUG,6,7/14/2011 16:45,2.55,12748,United Kingdom
577816,23296,SET OF 6 TEA TIME BAKING CASES,24,11/22/2011 9:17,1.25,18139,United Kingdom
562210,22776,SWEETHEART CAKESTAND 3 TIER,1,8/3/2011 13:10,9.95,13486,United Kingdom
552950,22788,BROCANTE COAT RACK,1,5/12/2011 12:01,9.95,16116,United Kingdom
563181,23110,PARISIENNE KEY CABINET ,2,8/12/2011 14:32,5.75,16612,United Kingdom
551277,22156,HEART DECORATION WITH PEARLS ,3,4/27/2011 13:06,0.85,13637,United Kingdom
559128,22748,POPPY'S PLAYHOUSE KITCHEN,2,7/6/2011 12:39,2.1,17238,United Kingdom
550131,22714,CARD BIRTHDAY COWBOY,12,4/14/2011 13:27,0.42,15935,United Kingdom
562713,22697,GREEN REGENCY TEACUP AND SAUCER,24,8/8/2011 15:17,2.55,15189,United Kingdom
562200,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,8/3/2011 12:21,4.95,17719,United Kingdom
566446,22383,LUNCH BAG SUKI DESIGN ,2,9/12/2011 15:40,1.65,,United Kingdom
541789,22794,SWEETHEART WIRE MAGAZINE RACK,10,1/21/2011 13:07,6.75,14088,United Kingdom
572302,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,2,10/23/2011 14:47,0.39,15427,United Kingdom
539453,22374,AIRLINE BAG VINTAGE JET SET RED,1,12/17/2010 17:08,8.47,,United Kingdom
544592,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2/21/2011 15:30,8.95,16775,United Kingdom
557625,21084,SET/6 COLLAGE PAPER CUPS,24,6/21/2011 14:23,0.19,15159,United Kingdom
543107,21504,SKULLS GREETING CARD,12,2/3/2011 12:27,0.42,13800,United Kingdom
552857,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,5/11/2011 15:34,5.79,,United Kingdom
568207,84375,SET OF 20 KIDS COOKIE CUTTERS,12,9/25/2011 15:34,2.1,15150,United Kingdom
536530,82552,WASHROOM METAL SIGN,1,12/1/2010 13:21,1.45,17905,United Kingdom
569474,23367,SET 12 COLOUR PENCILS SPACEBOY ,6,10/4/2011 12:39,0.65,14178,United Kingdom
C544577,M,Manual,-1,2/21/2011 14:02,320.69,12365,Cyprus
580366,23350,ROLL WRAP VINTAGE SPOT ,4,12/2/2011 16:38,1.25,,United Kingdom
553523,22426,ENAMEL WASH BOWL CREAM,2,5/17/2011 14:46,8.29,,United Kingdom
554669,22815,CARD PSYCHEDELIC APPLES,12,5/25/2011 15:31,0.42,15203,United Kingdom
566115,23237,SET OF 4 KNICK KNACK TINS LEAF,6,9/9/2011 10:51,4.15,12674,France
554512,22199,FRYING PAN RED RETROSPOT,1,5/24/2011 15:54,8.29,,United Kingdom
565234,21843,RED RETROSPOT CAKE STAND,1,9/2/2011 9:38,20.79,,United Kingdom
563950,21731,RED TOADSTOOL LED NIGHT LIGHT,12,8/22/2011 10:39,1.65,12471,Germany
537237,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,12/6/2010 9:58,4.21,,United Kingdom
549734,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,4/11/2011 17:12,0.85,16409,United Kingdom
561009,21498,RED RETROSPOT WRAP ,25,7/22/2011 16:03,0.42,15856,United Kingdom
543013,85202,HANGING WOOD AND FELT HEART,2,2/2/2011 13:35,0.79,,United Kingdom
580664,23295,SET OF 12 MINI LOAF BAKING CASES,2,12/5/2011 14:03,0.83,15097,United Kingdom
553003,22921,HERB MARKER CHIVES ,2,5/12/2011 15:32,0.65,13263,United Kingdom
581256,21242,RED RETROSPOT PLATE ,2,12/8/2011 11:21,3.29,,United Kingdom
545685,16235,RECYCLED PENCIL WITH RABBIT ERASER,4,3/6/2011 11:55,0.21,14499,United Kingdom
537638,85131B,BEADED CRYSTAL HEART GREEN ON STICK,3,12/7/2010 15:28,0.85,,United Kingdom
577504,23506,MINI PLAYING CARDS SPACEBOY ,2,11/20/2011 12:36,0.42,14159,United Kingdom
570488,11001,ASSTD DESIGN RACING CAR PEN,2,10/10/2011 17:12,3.29,14096,United Kingdom
569406,22139,RETROSPOT TEA SET CERAMIC 11 PC ,9,10/4/2011 9:09,4.95,16253,United Kingdom
571673,21809,CHRISTMAS HANGING TREE WITH BELL,48,10/18/2011 13:19,0.39,13991,United Kingdom
572294,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,10/23/2011 13:10,2.55,13471,United Kingdom
565565,22374,AIRLINE BAG VINTAGE JET SET RED,2,9/5/2011 12:20,4.25,14534,United Kingdom
567927,21654,Damaged,-3,9/22/2011 17:28,0,,United Kingdom
568134,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,9/23/2011 17:02,4.96,,United Kingdom
545419,21259,VICTORIAN SEWING BOX SMALL ,2,3/2/2011 14:16,5.95,15104,United Kingdom
579187,21232,STRAWBERRY CERAMIC TRINKET POT,1,11/28/2011 15:31,2.46,,United Kingdom
C546208,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,3/10/2011 11:19,8.5,12417,Belgium
581217,21813,GARLAND WITH STARS AND BELLS,8,12/8/2011 9:20,3.29,,United Kingdom
550193,22763,KEY CABINET MA CAMPAGNE,2,4/15/2011 9:27,9.95,13952,United Kingdom
541123,20749,ASSORTED COLOUR MINI CASES,2,1/14/2011 9:52,7.95,13385,United Kingdom
571920,23543,WALL ART KEEP CALM ,1,10/19/2011 16:16,8.25,14799,United Kingdom
578833,23229,VINTAGE DONKEY TAIL GAME ,1,11/25/2011 15:23,7.46,,United Kingdom
552624,23208,LUNCH BAG VINTAGE LEAF DESIGN,3,5/10/2011 12:53,1.65,14505,United Kingdom
567671,85178,VICTORIAN SEWING KIT,2,9/21/2011 15:34,2.46,,United Kingdom
550521,23201,JUMBO BAG ALPHABET,10,4/19/2011 9:49,2.08,13647,United Kingdom
542618,21984,PACK OF 12 PINK PAISLEY TISSUES ,4,1/30/2011 15:52,0.29,14502,United Kingdom
569332,20725,LUNCH BAG RED RETROSPOT,4,10/3/2011 13:46,1.65,12637,France
572065,22557,PLASTERS IN TIN VINTAGE PAISLEY ,5,10/20/2011 13:06,1.65,12556,Spain
568188,23366,SET 12 COLOURING PENCILS DOILY,5,9/25/2011 14:33,0.65,16049,United Kingdom
571475,20973,12 PENCIL SMALL TUBE WOODLAND,3,10/17/2011 14:42,0.65,15033,United Kingdom
565579,23204,CHARLOTTE BAG APPLES DESIGN,3,9/5/2011 12:35,0.85,18283,United Kingdom
C551331,22768,FAMILY PHOTO FRAME CORNICE,-2,4/27/2011 16:19,9.95,16398,United Kingdom
571270,22603,CHRISTMAS RETROSPOT TREE WOOD,5,10/16/2011 12:09,0.85,12940,United Kingdom
546136,20707,CRAZY DAISY HEART DECORATION,3,3/9/2011 16:32,0.83,,United Kingdom
564303,22560,TRADITIONAL MODELLING CLAY,24,8/24/2011 12:04,1.25,16042,United Kingdom
572447,22379,RECYCLING BAG RETROSPOT ,7,10/24/2011 12:25,2.1,17811,United Kingdom
553198,23109,LED TEA LIGHTS,12,5/15/2011 14:48,2.89,13752,United Kingdom
555125,23076,ICE CREAM SUNDAE LIP GLOSS,24,5/31/2011 15:26,1.25,13481,United Kingdom
560777,72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,5,7/21/2011 9:30,4.13,,United Kingdom
581425,20675,BLUE POLKADOT BOWL,6,12/8/2011 15:31,1.25,14796,United Kingdom
554699,22556,PLASTERS IN TIN CIRCUS PARADE ,12,5/26/2011 9:17,1.65,12613,Germany
550774,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,4/20/2011 13:18,1.25,14626,United Kingdom
577822,23322,LARGE WHITE HEART OF WICKER,40,11/22/2011 9:34,2.55,14607,United Kingdom
571425,22846,BREAD BIN DINER STYLE RED ,1,10/17/2011 12:41,16.95,14911,EIRE
550781,22781,GUMBALL MAGAZINE RACK,4,4/20/2011 13:43,7.65,13097,United Kingdom
571735,22424,ENAMEL BREAD BIN CREAM,8,10/19/2011 10:03,10.95,14229,United Kingdom
541038,84247K,"FOLK ART GREETING CARD,pack/12",3,1/13/2011 12:10,2.95,16395,United Kingdom
552659,22690,DOORMAT HOME SWEET HOME BLUE ,1,5/10/2011 15:03,12.46,,United Kingdom
579187,23432,PRETTY HANGING QUILTED HEARTS,1,11/28/2011 15:31,10.79,,United Kingdom
C552704,22136,LOVE HEART SOCK HANGER,-1,5/10/2011 16:05,1.45,13098,United Kingdom
573096,23583,LUNCH BAG PAISLEY PARK  ,50,10/27/2011 14:40,1.65,14004,United Kingdom
551603,22666,RECIPE BOX PANTRY YELLOW DESIGN,12,5/3/2011 11:34,2.95,16745,United Kingdom
562789,23296,SET OF 6 TEA TIME BAKING CASES,128,8/9/2011 13:50,1.04,14646,Netherlands
540019,22427,ENAMEL FLOWER JUG CREAM,3,1/4/2011 12:18,5.95,12957,United Kingdom
536874,20751,FUNKY WASHING UP GLOVES ASSORTED,1,12/3/2010 11:35,2.1,16891,United Kingdom
565471,21621,VINTAGE UNION JACK BUNTING,30,9/5/2011 10:12,8.5,13931,United Kingdom
C554006,22284,HEN HOUSE DECORATION,-12,5/20/2011 12:25,1.65,13418,United Kingdom
567093,48187,DOORMAT NEW ENGLAND,2,9/16/2011 12:50,8.25,17144,United Kingdom
538860,22438,BALLOON ART MAKE YOUR OWN FLOWERS,1,12/14/2010 14:02,1.95,17757,United Kingdom
567482,21733,RED HANGING HEART T-LIGHT HOLDER,2,9/20/2011 13:42,2.95,16464,United Kingdom
571039,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,2,10/13/2011 12:59,0.29,16121,United Kingdom
575206,82001S,SILVER RECORD COVER FRAME,48,11/9/2011 10:26,3.39,14298,United Kingdom
576927,23292,SPACEBOY CHILDRENS CUP,8,11/17/2011 11:02,1.25,12567,France
563738,48138,DOORMAT UNION FLAG,1,8/18/2011 19:13,7.95,15024,United Kingdom
540568,22690,DOORMAT HOME SWEET HOME BLUE ,1,1/10/2011 11:22,7.95,15039,United Kingdom
558888,23169,CLASSIC GLASS COOKIE JAR,4,7/4/2011 15:29,4.15,14056,United Kingdom
564729,22348,TEA BAG PLATE RED RETROSPOT,2,8/28/2011 12:44,0.85,13137,United Kingdom
578347,22681,FRENCH BLUE METAL DOOR SIGN 6,1,11/24/2011 9:26,2.46,,United Kingdom
567066,22676,FRENCH BLUE METAL DOOR SIGN 1,10,9/16/2011 12:17,1.25,13418,United Kingdom
580580,21804,,10,12/5/2011 10:33,0,,United Kingdom
566534,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,9/13/2011 11:32,3.29,,United Kingdom
560433,22329,ROUND CONTAINER SET OF 5 RETROSPOT,2,7/18/2011 15:49,1.63,,United Kingdom
571676,22852,DOG BOWL VINTAGE CREAM,1,10/18/2011 13:29,4.25,16910,United Kingdom
556959,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,16,6/16/2011 9:17,3.25,16739,United Kingdom
574678,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,11/6/2011 12:36,1.65,13365,United Kingdom
568995,85150,LADIES & GENTLEMEN METAL SIGN,48,9/29/2011 16:53,2.1,16779,United Kingdom
536973,22469,HEART OF WICKER SMALL,12,12/3/2010 13:43,1.65,17787,United Kingdom
564189,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,8/23/2011 15:34,0.65,14769,United Kingdom
540646,90013A,MIDNIGHT BLUE VINTAGE EARRINGS,1,1/10/2011 14:32,3.81,,United Kingdom
578678,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,11/24/2011 19:59,2.95,17841,United Kingdom
573904,22576,SWALLOW WOODEN CHRISTMAS DECORATION,7,11/1/2011 14:54,0.85,14505,United Kingdom
553935,35810A,ENAMEL PINK COFFEE CONTAINER,1,5/20/2011 10:32,0.83,15856,United Kingdom
561383,22492,MINI PAINT SET VINTAGE ,36,7/27/2011 8:35,0.65,13730,United Kingdom
549570,22354,RETROSPOT PADDED SEAT CUSHION,4,4/10/2011 15:19,3.75,17550,United Kingdom
537054,22732,3D VINTAGE CHRISTMAS STICKERS ,1,12/5/2010 11:40,1.25,16931,United Kingdom
542503,82580,BATHROOM METAL SIGN,12,1/28/2011 11:58,0.55,16327,United Kingdom
581171,23084,RABBIT NIGHT LIGHT,24,12/7/2011 15:02,1.79,12615,France
544779,22698,PINK REGENCY TEACUP AND SAUCER,6,2/23/2011 12:04,2.95,13865,United Kingdom
548164,75049L,LARGE CIRCULAR MIRROR MOBILE,4,3/29/2011 13:44,2.46,,United Kingdom
560180,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,4,7/15/2011 11:38,12.75,14640,United Kingdom
541497,85178,VICTORIAN SEWING KIT,1,1/18/2011 15:19,2.46,,United Kingdom
552950,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,5/12/2011 12:01,4.25,16116,United Kingdom
551956,22294,HEART FILIGREE DOVE  SMALL,1,5/5/2011 12:22,1.25,15021,United Kingdom
540646,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,1,1/10/2011 14:32,3.36,,United Kingdom
556041,23209,LUNCH BAG DOILEY PATTERN ,1,6/8/2011 12:44,1.65,17954,United Kingdom
